id	bank_ch	site_ch	status	keyed	keyed_text	best	best_text	source	note	question
866	ar-23	ar-23	FLAGGED	A	Intentional non-compliance error, Procedural error, Communication error, Proficiency error and Operational decision error.	A	Intentional non-compliance error, Procedural error, Communication error, Proficiency error and Operational decision error.	FAA AC 120-90 (current LOSA error classes: handling, procedural, communication)	keyed A is the older 5-class LOSA list; not in held sources	Categories of errors defined by TEM are:
867	ar-23	ar-23	FLAGGED	B	Time pressure, Irregular operations, Flight diversions, Missed approaches etc.	B	Time pressure, Irregular operations, Flight diversions, Missed approaches etc.	FAA AC 120-90 (environmental threats: weather, airport, ATC, terrain, traffic; airline threats: time pressure, malfunctions, dispatch)	both A and B are threats outside crew control - ambiguous	Operational Threats outside the control of flight crew are:
868	ar-23	ar-23	VERIFIED	A	GPWS			HPL textbook (GPWS and CFIT)		What airplane equipment marked a substantial decrease in hull loss rates in the eighties?
869	ar-25	ar-25	BLOCKED	B	Only blood pressure and heart functions are maintained.			searched HPL textbook, AIM 8-1: this formulation not found		In a severe case of hypoxia:
870	ar-25	ar-25	FLAGGED	C	The effects at ground level are minimal, flying during this period may entail a risk.	C	The effects at ground level are minimal, flying during this period may entail a risk.	HPL textbook "Donating blood and aircrew" (24 h wait)	C is the textbook rationale; wording of options damaged	Generally, active pilots should not donate blood, because:
871	ar-25	ar-25	CONSISTENT (not document-checked)	B	Inattentiveness, poor judgment, and uncoordinated movement.			HPL textbook		In mild cases, hypoxia causes only:
872	ar-25	ar-25	FLAGGED	C	Hyperventilation due to excessive CO₂ in blood.			physiology	hyperventilation LOWERS CO2; keyed C says it is due to excessive CO2 - no option is correct. Recommend DROP	During an extensive gym work out one experiences:
873	ar-25	ar-25	VERIFIED	B	Headache, Dizziness, Nausea, Impaired vision.			FAA AIM 8-1		The symptoms of CO poisoning are:
874	ar-25	ar-25	BLOCKED	C	82 degrees.			searched HPL textbook: hypothermia threshold not stated		In severe hypothermia, core body temperature can drop below:
875	ar-25	ar-25	FLAGGED	A	22,000 feet.	A	22,000 feet.	HPL textbook hypoxia stages (critical zone begins above 20,000 ft)	keyed 22,000 ft not in the textbook; nearest option	A pilot, climbing in a non-pressurized aircraft and without using supplemental oxygen will pass the "critical threshold" at approximately:
876	ar-25	ar-25	VERIFIED	A	Breathe oxygen at 100 percent. If hypoxia is the cause, the symptoms will improve markedly after three or four breaths. If the symptoms persist, consciously slow the rate of breathing to 10–12 breaths per minute.			HPL textbook hypoxia/hyperventilation treatment		In a steep turn at 26,000 feet, you experience a loss of muscular coordination. What should be your actions?
877	ar-25	ar-25	VERIFIED	C	Suspect onset of hypoxia. Take oxygen and descend below 10,000 feet.			HPL textbook (euphoria)		While flying solo, suddenly your mood changes to intense feelings of well-being and happiness. Your actions should be:
878	ar-25	ar-25	CONSISTENT (not document-checked)	A	Decompression sickness, expansion of gases in the intestines and hypoxia.			HPL textbook		A pressurized cabin is necessary to protect against:
879	ar-25	ar-25	VERIFIED	C	Between 5 and 10 minutes depending on the physical activities being performed.			HPL textbook TUC table (20,000 ft: 10 min sitting / 5 min moderate activity)		What is the "Time of Useful Consciousness" for a progressive decompression at 20,000 ft?
880	ar-25	ar-25	CONSISTENT (not document-checked)	C	Exposure to high altitude.			HPL textbook		Hypobaric hypoxia is a result of:
881	ar-25	ar-25	FLAGGED	A	The expansion and contraction of gases trapped in the inner ear by a blocked Eustachian tube.			HPL textbook ch.4 (middle ear; ear drum separates outer and middle ear)	keyed A says gas trapped in the INNER ear - it is the MIDDLE ear. No option fully correct	Otis Barotraumas is due to stretching of the ear drum caused by:
882	ar-25	ar-25	VERIFIED	A	Joints, skin, respiratory system and brain.			HPL textbook DCS		The release of nitrogen bubbles due to decompression can adversely affect:
883	ar-25	ar-25	VERIFIED	B	A heart attack when low blood flow causes the heart to starve for oxygen.			HPL textbook (myocardial infarction)		Myocardial infarction refers to:
884	ar-25	ar-25	VERIFIED	B	Adequate fluid intake.			HPL textbook (dehydration)		Dehydration due to low relative humidity at high altitude can be prevented with:
885	ar-25	ar-25	VERIFIED	B	Hemoglobin, red blood cells.			HPL textbook (haemoglobin in red cells)		Oxygen in blood is carried by, which is found in:
886	ar-25	ar-25	VERIFIED	A	Is the capacity of the eye to determine small detail, undistorted, at a given distance.			HPL textbook (visual acuity)		What does Visual Acuity stand for?
887	ar-25	ar-25	VERIFIED	A	Hypoxic, Anemic, Ischemic, Histotoxic.			HPL textbook (hypoxic, anaemic, stagnant/ischaemic, histotoxic)		Out of the following, which are different types of Hypoxia?
888	ar-25	ar-25	VERIFIED	B	Anemic Hypoxia as a result of CO poisoning.			HPL textbook (CO = anaemic hypoxia)		Flying a Cessna 172 at 6,000 feet with heaters on, you develop breathlessness. The most probable reason could be due to:
889	ar-25	ar-25	FLAGGED	C	Low BP resulting in Ischemic hypoxia/stagnant hypoxia, taking 100% oxygen doesn't help.	C	Low BP resulting in Ischemic hypoxia/stagnant hypoxia, taking 100% oxygen doesn't help.	HPL textbook	scenario-reasoning item; not verifiable as a unique answer	Flying Cessna 172 at 6,000 feet without heaters on, you feel sick, suffer blurred vision and feel weak. The most probable reason could be due to:
890	ar-25	ar-25	VERIFIED	A	Histotoxic Hypoxia.			HPL textbook (alcohol = histotoxic)		Flying a Cessna 172 at 6,000 feet without heaters on, you feel difficulty breathing and rapid heart rate. You remember having excessive drinks in a party previous night. The most probable reason could be due to:
891	ar-25	ar-25	FLAGGED	C	0.015 g/100 mL/hour, for men, this is usually a rate of about one standard drink per hour.	C	0.015 g/100 mL/hour, for men, this is usually a rate of about one standard drink per hour.	HPL textbook ("approximately one unit per hour")	0.015 g/100 mL/h is the US figure; not in held sources	Alcohol leaves the body at an average rate of:
892	ar-25	ar-25	VERIFIED	C	Breathing into a paper bag to raise the level of CO₂ in the blood.			HPL textbook "breathe into a paper bag"	FAA now prefers consciously slowing breathing	You can overcome hyperventilation by:
893	ar-25	ar-25	VERIFIED	C	Suspect hyperventilation, raise CO₂ level by breathing in a paper bag or consciously lowering breathing rate or shouting loudly.			FAA AIM 8-1		While joining circuit, you start breathing heavily, feel dizzy, get tingling sensations in your feet and a rapid heart rate. Your actions are:
894	ar-25	ar-25	VERIFIED	A	Chokes			HPL textbook (chokes)		Symptoms caused by gas bubbles in the lungs, following a decompression are called:
895	ar-25	ar-25	VERIFIED	B	A tilted back seat.			HPL textbook (G tolerance)		The chance of a black-out during positive G Maneuvers can be reduced by:
896	ar-25	ar-25	VERIFIED	B	Internal organs displaced, Onset of tunnel vision, Grey out, Possible black out.			HPL textbook		During sustained positive G-forces the order of symptoms is:
897	ar-25	ar-25	VERIFIED	A	Carbon monoxide over 200 times more readily than it picks up oxygen.			HPL textbook (CO affinity >200x)		Hemoglobin, the oxygen-carrying chemical in the blood, picks up:
898	ar-25	ar-25	VERIFIED	B	Colorless, odorless, tasteless gas.			FAA AIM 8-1 (colorless, odorless, tasteless)		Carbon monoxide is a:
899	ar-25	ar-25	VERIFIED	B	Negative "G" manoeuvres increase the flow of blood to the head, the face becomes very flushed, and the eyes bulge.			HPL textbook		Why most pilots can learn to tolerate moderate increases in positive "G", but many find even the smallest exposure to negative "G" to be unpleasant?
900	ar-25	ar-25	FLAGGED	C	The trapped gases inside the outer ear, which cause damage to the ossicles or the ear drum.			HPL textbook ch.4 (middle ear)	keyed C says "outer ear"; gas is trapped in the MIDDLE ear. B is closer. Recommend rewrite	Barotrauma is caused by:
901	ar-25	ar-25	FLAGGED	C	38,000 ft.	C	38,000 ft.	HPL textbook (100 % oxygen: equivalent of sea-level air at 33,700 ft; 10,000 ft air at 40,000 ft)	38,000 ft not stated; C nearest	Breathing 100% oxygen will lift the pilot's physiological safe altitude to approximately:
902	ar-25	ar-25	VERIFIED	A	Only detect black and white but are much more sensitive at lower light levels.			HPL textbook (rods: black and white, more sensitive in low light)		The retina has about 100 million rods on its peripheral zone. Rods can:
903	ar-25	ar-25	VERIFIED	C	Binocular Vision.			HPL textbook		Depth perception when objects are close is achieved through:
904	ar-25	ar-25	VERIFIED	B	Look to the side of the object.			HPL textbook night vision		Which scanning technique should be used when flying at night?
905	ar-25	ar-25	CORRECTED (proposed, not applied)	A	Can not cause any harm, hence no action is required.	B	Can cause Stroboscopic Vertigo, hence make frequent but small changes in RPM.	HPL textbook "Flicker Effect" / flicker vertigo section	keyed A ("cannot cause any harm") is wrong	Flickering light when reflected from helicopter blades or propellers of aircraft rotating at high RPM:
906	ar-25	ar-25	VERIFIED	C	Stroboscopic Effect, switch off anti-collision lights.			HPL textbook flicker/stroboscopic effect		A B-787 pilot feels nausea and dizziness while flying through low clouds. This could be due to:
907	ar-25	ar-25	VERIFIED	B	Eyesight, ear.			HPL textbook		The primary and most reliable sense of spatial orientation is ____. The balance sensors situated in the ____ provide us with a secondary system.
908	ar-25	ar-25	VERIFIED	C	Linear acceleration, angular acceleration.			HPL textbook (otoliths linear, canals angular)		The Vestibular apparatus (Otoliths + Semi-circular canals) helps maintain spatial orientation. The Otoliths detect ____. The Semi-Circular Canals detect ____.
909	ar-25	ar-25	VERIFIED	A	High, under shooting approach.			FAA AIM 8-1 (narrow runway: appears high, flies low)		A pilot approaching a runway which is narrower than normal may feel that he is ____ and make an ____.
910	ar-25	ar-25	VERIFIED	C	The sense of vision, The Vestibular Apparatus, The Somatosensory system ("seat of the pants" feeling)/G-force.			HPL textbook		Human beings maintain spatial orientation using a combination of three factors. Out of these, most reliable is ____, insufficiently reliable is ____ and not at all reliable especially in IMC is ____.
911	ar-25	ar-25	VERIFIED	A	Simultaneous head movements during aircraft manoeuvres can give the feeling to pilots that they are pitching, yawing, and rolling simultaneously.			FAA AIM 8-1 Coriolis		Coriolis illusion, causing spatial disorientation is the result of:
912	ar-25	ar-25	VERIFIED	A	Equalizes pressure between middle ear and external atmosphere.			HPL textbook ch.4		The Eustachian tube:
913	ar-25	ar-25	FLAGGED	C	Age, hypoxia, altitudes above 8,000 ft, smoking and alcohol.	C	Age, hypoxia, altitudes above 8,000 ft, smoking and alcohol.	FAA AIM 8-1 ("altitudes above 5,000 feet")	option says 8,000 ft; #914 in the same bank says 5,000 ft	Night vision can be affected by:
914	ar-25	ar-25	VERIFIED	C	Altitudes above 5,000 feet, inhaling carbon monoxide, deficiency of Vitamin A and exposure to bright sunlight.			FAA AIM 8-1 (dark adaptation impaired above 5,000 ft, CO, Vitamin A, bright sunlight)		Dark adaptation is impaired by:
915	ar-25	ar-25	VERIFIED	B	Short-sightedness, Long-sightedness.			HPL textbook (myopia = short sight)		Myopia is more commonly known as ____ and Hypermetropia as ____.
916	ar-25	ar-25	CONSISTENT (not document-checked)	A	A life-threatening condition caused by core body temperature dropping below 95 deg F. It needs emergency medical attention.			standard (95 deg F)		Hypothermia is potentially:
917	ar-25	ar-25	VERIFIED	B	Periodically and deliberately focusing on objects, both close and at a distance.			FAA AIM 8-1 (empty-field myopia)		The absence of anything to focus on in a featureless sky (empty field myopia) affects the pilot's capacity to scan for traffic. It can be overcome by:
918	ar-25	ar-25	VERIFIED	B	20-25; 19-24.			HPL textbook BMI (normal: 20-25 male, 19-24 female)		Normal Body Mass Index, or BMI, for men is ____ and for women ____.
